"tipo_ciclo","funcionario","socio","score_match","metodo_match","orgao","empresa","cnpj","cargo","funcao","vinculo","lotacao","remuneracao_total","periodo_inicio","periodo_fim","data_contrato","valor_contrato","descricao","qualificacao_socio"
"quadrado","FUNC-145DBC","SOC-5ECF59","95,00","token_igual","SEDUC","CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E","61600839000155","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","02/01/2013","5.699.100,00","Serviços de estágio remunerado para atender na contratação de 1.100 (hum mil e cem) estagiários de nível médio, para atuarem no Programa de Estágio da SEDUC nos Projetos SIGEAM e Jovem Cidadão em Escolas da Rede Estadual de Ensino do Estado do Amazonas da Capital e Interior.","Presidente"
"quadrado","FUNC-145DBC","SOC-5ECF59","95,00","token_igual","SEDUC","CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E","61600839000155","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","02/01/2013","2.590.500,00","Serviços de estágio remunerado para atender na contratação de 500 (quinhentos) estagiários de nível médio, para atuarem no Programa Projeto Jovem Cidadão nas Escolas da Rede Estadual de Ensino nos municípios de Atalaia do Norte, Benjamin Constant, Borba, Boca do Acre, Barreirinha, Carauarí, Eirunepé, Itacoatiara, Lábrea, Manacapuru, Manicoré, Maués, Parintins, São Gabriel da Cachoeira, Tabatinga e Tefé/Am. PRAZO: Doze (12) meses, contados da data da assinatura do Contrato.","Presidente"
"quadrado","FUNC-145DBC","SOC-5ECF59","95,00","token_igual","SEDUC","CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E","61600839000155","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","02/01/2013","4.337.088,00","Serviços de estágio remunerado para atender na contratação de 420 (quatrocentos e vinte) estagiários de nível superior, para atuarem no Programa de Estágio na SEDUC-SEDE.","Presidente"
"quadrado","FUNC-145DBC","SOC-5ECF59","95,00","token_igual","SEDUC","CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E","61600839001470","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","10/05/2023","5.295.312,00","Por força deste Contrato a CONTRATADA obriga-se a prestar ao CONTRATANTE os serviços de recrutamento de estagiários para a Secretaria de Estado de Educação e Desporto Escolar - SEDUC/AM, sendo quatrocentos (400) estagiários de Nível Superior e duzentos (200) estagiários de Nível Médio;","Presidente"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","17/12/2012","1.723.124,01","Serviços de manutenção em equipamentos de refrigeração, para atender as necessidades das Escolas Estaduais na Capital e Interior do Estado do Amazonas/AM.","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","24/11/2014","23.118,03","Aquisição de carga para extintor de incêndio (680 unidades), para atender as necessidades das Escolas da Rede Estadual de Ensino dos municípios de Iranduba e Manacapuru, conforme solicitação contida no Memo. n.º 0322/2014 - GEAP/SEDUC.","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","29/12/2017","135.777,00","Aquisição de cargas de extintor de incêndio, tipo: CO2/02Kg  349 cargas; CO2/04Kg  380 cargas; ABC/12kg  195 cargas; ABC/02kg  400 cargas; BC/12kg  625 cargas; BC/06kg  1147 cargas; BC/04kg  186 cargas; ABC/08kg  196 cargas)","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","10/07/2015","434.250,90","Aquisição de carga de extintor de incêndio (tipo: BC/4 Kg - 158 cargas; BC/6 Kg - 915 cargas; BC/8 Kg - 565 cargas; BC/12 Kg - 572 cargas; ABC/4Kg - 546 cargas; ABC/6 Kg - 1.000 cargas; ABC/8 Kg - 559 cargas; ABC/10 Kg - 1.242 cargas; ABC/12 Kg - 689 cargas), para atender as necessidades das escolas da Rede Estadual de Ensino de Manaus e Região Metropolitana, conforme solicitação contida no Memo. n.º 0293/2015-GEAP/SEDUC.","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","29/12/2020","1.482.615,36","´Aquisição de Carga de Extintor de incêndio, sendo: do Tipo gás carbônico (CO2), capacidade 6 Kg (3.930 Cargas); Tipo gás carbônico (CO2), capacidade 4 Kg (3.397 Cargas); Tipo gás carbônico (CO2), capacidade 10 Kg (3.218 Cargas); Tipo pó químico seco BC (PQS), capacidade 12 Kg (3.452 Cargas); Tipo pó químico seco ABC (PQS), capacidade 12 Kg (3.555 Cargas); e, Tipo pó químico seco ABC (PQS), capacidade 8 Kg (3.759 Cargas), para o atendimento das necessidades das Escolas Estaduais e prédios administrativos da Secretaria de Estado de Educação e Desporto, localizados na capital e no interior do Estado do Amazonas","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","23/03/2022","1.600.813,00","Aquisição de Carga de Extintor de incêndio, sendo: do Tipo gás carbônico (CO2), capacidade 6 Kg (3.814 Cargas); Tipo gás carbônico (CO2), capacidade 4 Kg (3.588 Cargas); Tipo gás carbônico (CO2), capacidade 10 Kg (3.502 Cargas); Tipo pó químico seco BC (PQS), capacidade 12 Kg (3.489 Cargas); Tipo pó químico seco ABC (PQS), capacidade 12 Kg (3.667 Cargas); e, Tipo pó químico seco ABC (PQS), capacidade 8 Kg (3.700 Cargas),","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","07/04/2022","7.614.347,40","Serviços em manutenção, instalação, avaliação e elaboração de laudo técnico de aparelhos de ar-condicionado para atender as necessidades das Unidades Educacionais da Capital e Interior, pertencentes à Secretaria de Educação e Desporto do Amazonas, Lote 02,","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","14/06/2022","14.583.778,92","Por força deste Contrato a CONTRATADA obriga-se a prestar ao CONTRATANTE os serviços em manutenção, instalação, avaliação e elaboração de laudo técnico de aparelhos de ar-condicionado para atender as necessidades das Unidades Educacionais da Capital e Interior, pertencentes à Secretaria de Educação e Desporto do Amazonas, Lotes 01 e 03, em atendimento ao Memo. n°. 070/2022-DEINFRA, Projeto Básico, Parecer n°. 1.614/2022-ASSJUR e especificações das notas de empenho, partes integrantes do ajuste.","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","30/04/2024","336.190,00","O Contrato tem por objeto: Aquisição de Carga de Extintor de incêndio, sendo: (ID-15582) Carga de Extintor de Incêndio, Tipo: Gás carbônico (CO2), Capacidade: 06 kg (250 cargas); (ID-15583) Carga de Extintor de Incêndio, Tipo: Gás carbônico (CO2), Capacidade: 04 kg (150 cargas); (ID-15584) Carga de Extintor de Incêndio, Tipo: Gás carbônico (CO2), Capacidade: 10 kg (200 cargas); (ID-44762) Carga de Extintor de Incêndio, Tipo: Pó químico seco BC (PQS), Capacidade: 12 Kg (270 cargas); (ID-44763) Carga de Extintor de Incêndio, Tipo: Pó químico seco BC (PQS), Capacidade: 8 k (285 cargas); (ID-44782) Carga de Extintor de Incêndio, Tipo: Pó químico seco ABC (PQS).","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-E3E387","95,00","token_igual","SEDUC","PS SERVICOS DE CONSTRUCOES LTDA","23008295000148","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","10/05/2024","640.767,80","O Contrato tem por objeto: Aquisição de Carga de Extintor de incêndio, sendo: (ID-15582) CARGA EXTINTOR DE INCÊNDIO, Tipo: gás carbônico (CO2), Capacidade: 06 kg (709 cargas); (ID-15583) CARGA EXTINTOR DE INCÊNDIO, Tipo: gás carbônico (CO2), Capacidade: 04 kg (518 cargas); (ID-15584) CARGA EXTINTOR DE INCÊNDIO, Tipo: gás carbônico (CO2), Capacidade: 10 kg (510 cargas); (ID-44762) CARGA EXTINTOR DE INCÊNDIO, Tipo: pó químico seco BC (PQS), Capacidade: 12 Kg (514 cargas); (ID-44763) CARGA EXTINTOR DE INCÊNDIO, Tipo: pó químico seco BC (PQS), Capacidade: 8 kg (276 cargas); (ID-44782) CARGA EXTINTOR DE INCÊNDIO, Tipo: pó químico seco ABC (PQS), Capacidade: 8 kg (580 cargas); (ID-44784) CARGA EXTINTOR DE INCÊNDIO, Tipo: pó químico seco ABC (PQS), Capacidade: 6 kg (321 cargas); e, (ID-112884) CARGA EXTINTOR DE INCÊNDIO, Tipo: gás carbônico (CO2), Capacidade: 25 kg (412 cargas) para atender as necessidades das Unidades Educacionais da capital, pertencentes à SEDUC.","Sócio-Administrador"
"quadrado","FUNC-145DBC","SOC-97F898","95,00","token_igual","SEDUC","ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA","59527788000131","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","13/03/2013","1.971.495,70","Serviços de Auditoria Contábil e Trabalhista e Estruturação de procedimentos de Recursos Humanos da Secretaria de Estado de Educação e Qualidade de Ensino do Amazonas.","Sócio"
"quadrado","FUNC-145DBC","SOC-2F8342","95,00","token_igual","SEDUC","J A F DE LIMA LTDA","05424338000194","PROF TEMPORARIO CARGA QUEBRADA","","SERVICO TEMPORARIO","ESC 1 G PIO VEIGA EFETIVOS","3459,04","2022-09","2026-02","20/09/2011","350.000,00","Aquisição de material de limpeza e higienização (Papel Higiênico), para atender as necessidades das Escolas Estaduais da Capital e Interior do Estado do Amazonas.","Sócio-Administrador"
"quadrado","FUNC-B75899","SOC-02B639","95,00","token_igual","SEDUC","AGROPAM - AGRICULTURA E PECUARIA AMAZONAS S/A","04818357000132","PROFESSOR","","ESTATUTARIO","PESSOAL PROC.DE APOSENTADORIA","3276,96","2017-05","2025-07","28/12/2016","2.310.000,00","aquisição de gênero alimentício (Carne Bovina 50000kg); (Carne Bovina 50000kg) e (Carne Bovina 50000kg) referente ao Programa Nacional de Alimentação Escolar/2016  PNAE e Programa Mais Educação para atender aos alunos do Ensino Fundamental, Ensino Médio, Eja, Creche e Pré-Escola (Educação Especial) e Educação Indígena, das Escolas Estaduais localizadas na Capital do Estado do Amazonas","Presidente"
"quadrado","FUNC-7E040A","SOC-02B639","95,00","token_igual","SEDUC","AGROPAM - AGRICULTURA E PECUARIA AMAZONAS S/A","04818357000132","PROFESSOR PF40.ESP-III","","ESTATUTARIO","ESC 1 GRAU PE JORGE FREZZINI","7272,96","2017-05","2026-02","28/12/2016","2.310.000,00","aquisição de gênero alimentício (Carne Bovina 50000kg); (Carne Bovina 50000kg) e (Carne Bovina 50000kg) referente ao Programa Nacional de Alimentação Escolar/2016  PNAE e Programa Mais Educação para atender aos alunos do Ensino Fundamental, Ensino Médio, Eja, Creche e Pré-Escola (Educação Especial) e Educação Indígena, das Escolas Estaduais localizadas na Capital do Estado do Amazonas","Presidente"
"quadrado","FUNC-39A073","SOC-02B639","95,00","token_igual","SEDUC","AGROPAM - AGRICULTURA E PECUARIA AMAZONAS S/A","04818357000132","PROFESSOR PF20.ESP-III","","ESTATUTARIO","ESC DE 1 GRAU EURICO G DUTRA E","3926,49","2017-05","2026-02","28/12/2016","2.310.000,00","aquisição de gênero alimentício (Carne Bovina 50000kg); (Carne Bovina 50000kg) e (Carne Bovina 50000kg) referente ao Programa Nacional de Alimentação Escolar/2016  PNAE e Programa Mais Educação para atender aos alunos do Ensino Fundamental, Ensino Médio, Eja, Creche e Pré-Escola (Educação Especial) e Educação Indígena, das Escolas Estaduais localizadas na Capital do Estado do Amazonas","Presidente"
"quadrado","FUNC-07AE3A","SOC-27584D","95,00","token_igual","SEDUC","CONSELHO ESCOLAR DA ESCOLA ESTADUAL PROFESSOR ANTONIO JOSE BERNARDO VASCONCELOS","14070930000126","PROFESSOR PF40.ESP-III","","ESTATUTARIO","ESC.EST.PROF.ANTONIO J.B.VASC.","10465,54","2017-05","2026-02","29/05/2014","1.005.600,00","Repasse de recursos financeiros para atender nas despesas de Transporte Escolar Fluvial e Terrestre para 838 alunos do Ensino Fundamental, Médio e Médio por Mediação Tecnológica matriculados nas escolas do Sistema Estadual de Ensino, zona rural do município de Boca do Acre-AM.","Presidente"
"quadrado","FUNC-EA2A7E","SOC-A8F33F","93,88","fuzzy","SEDUC","ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA","59527788000131","PSICOLOGO PNS.PSC-III","","ESTATUTARIO","UNID EDUC DE PARINTINS","4845,71","2021-02","2026-02","13/03/2013","1.971.495,70","Serviços de Auditoria Contábil e Trabalhista e Estruturação de procedimentos de Recursos Humanos da Secretaria de Estado de Educação e Qualidade de Ensino do Amazonas.","Sócio"
"quadrado","FUNC-49D833","SOC-1E0AD7","95,00","token_igual","SES","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA","54276936000179","MOTORISTA-MOT-T.S.N.A.-A","","ESTATUTARIO","UNIDADE MISTO DE TEFE EFET.","2336,22","2017-05","2019-11","01/03/2018","597.600,00","Contratação de Pessoa Jurídica, especializada em Auditoria externa nos contratos da SUSAM, por DISPENSA DE LICITAÇÃO, FUNDAMENTADA NO Art. 24, IV da Lei nº 8.666/93, para prestação de serviços de análise nos contratos/convênios de todo o complexo hospitalar do Estado do Amazonas, na Secretaria de Estado de Saúde - SUSAM","Sócio"
"quadrado","FUNC-F04623","SOC-C1211F","95,52","fuzzy","SEDUC","ASSOCIACAO DOS HORTIFRUTIGRANJEIROS DO MUNICIPIO DE BARCELOS -AM - AHORT-BARCELOS","26649495000178","PROFESSOR PF20.ESP-III","PROF","ESTATUTARIO","ESC.EST.ALFREDO M.DA SILVEIRA","3993,40","2017-05","2026-02","26/09/2025","70.034,01","O objeto do presente contrato de fornecimento é a Aquisição de Gêneros Alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para atender o cardápio escolar de 2025, destinado aos alunos matriculados na Rede Estadual de Ensino do Estado do Amazonas, com recursos repassados pelo FNDE, no âmbito do PNAE, nas condições estabelecidas no Edital de Chamada Pública da Agricultura Familiar nº 01/2025-SEDUC/AM, de 10/02/2025, e seus anexos, que fazem parte do presente contrato, independentemente de anexação ou transcrição, sendo fornecido para o Município de BARCELOS.","Administrador"
"quadrado","FUNC-6C7A90","SOC-ED3D08","96,88","fuzzy","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","TECNICO DE ENFERMAGEM","TECNICO DE ENFERM.","SERVICO TEMPORARIO","P.S.C.28 DE AGOSTO","3163,48","2017-05","2023-03","07/05/2015","48.172.932,00","Serviços Médicos especializados em Clinica Médica e Clínica Pediátrica a serem prestados nos Serviços de Pronto Atendimento/SPA´s Alvorada, Antônio Aleixo, Coroado, Danilo Corrêa, Dr. José Lins de Albuquerque, Eliameme Mady, Joventina Dias, São Raimundo e Zona Sul, HPS Platão Araújo","Sócio"
"quadrado","FUNC-6C7A90","SOC-ED3D08","96,88","fuzzy","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","TECNICO DE ENFERMAGEM","TECNICO DE ENFERM.","SERVICO TEMPORARIO","P.S.C.28 DE AGOSTO","3163,48","2017-05","2023-03","20/01/2017","396.180,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos de Clínica Médica e Psiquiatria, em regime de plantão ininterrupto a ser executado nas dependências do Centro de Dependência e Reabilitação Química Ismael Abdel Azil","Sócio"
"quadrado","FUNC-6C7A90","SOC-ED3D08","96,88","fuzzy","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","TECNICO DE ENFERMAGEM","TECNICO DE ENFERM.","SERVICO TEMPORARIO","P.S.C.28 DE AGOSTO","3163,48","2017-05","2023-03","01/03/2011","2.004.093,00","Contratação de pessoa jurídica para prestação de Serviços Médicos especializado em Clinica Médica em regime de plantão a serem executados nas dependências da Fundação de Medicina Tropical, SPA Antônio Aleixo, SPA Alvorada, SPA Coroado, SPA Danilo Correa, SPA José Lins, SPA Eliameme Mady, SPA Joventina Dias, SPA São Raimundo, SPA Zona Sul e HPS Platão Araújo","Sócio"
"quadrado","FUNC-6C7A90","SOC-ED3D08","96,88","fuzzy","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","TECNICO DE ENFERMAGEM","TECNICO DE ENFERM.","SERVICO TEMPORARIO","P.S.C.28 DE AGOSTO","3163,48","2017-05","2023-03","14/12/2018","299.520,00","serviços médicos especializados em psiquiatria, a serem prestados nos serviços de CAPS, POLICLÍNICAS, URGÊNCIA E EMERGÊNCIA em saúde mental, integrantes da Rede de Atenção Psicossocial - RAPS do Amazonas","Sócio"
"quadrado","FUNC-6C7A90","SOC-ED3D08","96,88","fuzzy","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","TECNICO DE ENFERMAGEM","TECNICO DE ENFERM.","SERVICO TEMPORARIO","P.S.C.28 DE AGOSTO","3163,48","2017-05","2023-03","01/03/2019","1.781.816,40","Serviços médicos de clínica médica e psiquiatria, em regime de plantões ininterruptos, a serem prestados no Centro de Reabilitação em Dependência Química Ismael Abdel Aziz","Sócio"
"quadrado","FUNC-6C7A90","SOC-ED3D08","96,88","fuzzy","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","TECNICO DE ENFERMAGEM","TECNICO DE ENFERM.","SERVICO TEMPORARIO","P.S.C.28 DE AGOSTO","3163,48","2017-05","2023-03","14/10/2011","584.129,70","PRESTAÇÃO DE SERVIÇOS MÉDICOS ESPECIALIZADOS EM CLINICA MÉDICA EM REGIME DE PLANTÃO A SEREM EXECUTADOS NAS DEPENDÊNCIAS DA FUNDAÇÃO DE MEDICINA TROPICAL, SPA SÃO RAIMUNDO E HPS PLATÃO ARAÚJO","Sócio"
"quadrado","FUNC-6C7A90","SOC-ED3D08","96,88","fuzzy","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","TECNICO DE ENFERMAGEM","TECNICO DE ENFERM.","SERVICO TEMPORARIO","P.S.C.28 DE AGOSTO","3163,48","2017-05","2023-03","01/08/2022","16.852.425,66","Contratação de Pessoa Jurídica Para Prestação de Serviços Médicos Especializados em Clínica Médica e Pediátrica, a fim de atender a demanda de Unidades de Saúde localizadas na Capital e Interior do Estado do Amazonas","Sócio"
"quadrado","FUNC-6C7A90","SOC-ED3D08","96,88","fuzzy","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","TECNICO DE ENFERMAGEM","TECNICO DE ENFERM.","SERVICO TEMPORARIO","P.S.C.28 DE AGOSTO","3163,48","2017-05","2023-03","19/10/2022","2.271.667,68","Prestação de serviços médicos especializados em Psiquiatria, em regime de plantões de 12 (doze) horas e de 06 (seis) horas, com fornecimento de mão em regime de dedicação exclusiva a fim de atender aos pacientes no Município de Manaus, a ser executada pelo período de 12 (doze) meses, nas seguintes unidades de saúde: CAPS Silvério Tundis; Centro Psiquiátrico Eduardo Ribeiro; Hospital Geral Geraldo da Rocha; Policlínica Codajás; Policlínica Zeno Lanzini; Policlínica João dos Santos Braga;","Sócio"
"quadrado","FUNC-6C7A90","SOC-ED3D08","96,88","fuzzy","SES","INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA","04812092000165","TECNICO DE ENFERMAGEM","TECNICO DE ENFERM.","SERVICO TEMPORARIO","P.S.C.28 DE AGOSTO","3163,48","2017-05","2023-03","04/07/2025","105.266.154,24","Contratação de pessoa Jurídica especializada em serviços médicos generalistas, com áreas de atuação adulto e pediátrico, a fim de atender as necessidades das Unidades de Saúde da Capital do Estado Do Amazonas","Sócio"
"quadrado","FUNC-E7DB5E","SOC-A22DE8","93,62","fuzzy","SEDUC","CONGREGACAO DE SANTA DOROTEIA DO BRASIL","10847747003906","PROFESSOR PF20.ESP-III","","ESTATUTARIO","DEPARTAMENTO DE LOGISTICA","4664,00","2017-05","2026-02","26/12/2017","253.059,00","Locação do imóvel de sua propriedade localizado na Rua Cruzeiro, S/N, Bairro BetâniaMunicípio de Manaus-AM, para funcionamento da Escola Estadual Nossa Senhora da Divina Providência, abrangendo uma área construída de aproximadamente 1.859,60m² (Mil oitocentos e cinquenta e nove vírgula sessenta metros quadrados)","Presidente"
"quadrado","FUNC-809D62","SOC-632DF6","95,00","token_igual","SEDUC","METRO IMPORTACAO DE ARTIGOS ELETRONICOS LTDA","22805436000190","PROF TEMPORARIO PLENA 20HS","","SERVICO TEMPORARIO","ESC.EST.BENTA SOLART","3315,61","2022-08","2026-02","03/05/2012","45.900,00","Aquisição de material de expediente (apontador, para atender as necessidades das Escolas Estaduais, localizadas na Capital e interior do Estado, Projeto Jovem Cidadão e Seduc/Sede","Sócio-Administrador"
"quadrado","FUNC-AA7EC6","SOC-365A30","93,75","fuzzy","SEDUC","COOPERATIVA DE AGRICULTORES E PESCADORES DE MANACAPURU E REGIAO - COAPMAR","14531572000101","PROF TEMPORARIO PLENA 20HS","","SERVICO TEMPORARIO","ESC.EST.T.INT.AUREA P.B-CETI","2815,61","2020-02","2026-02","10/06/2014","325.354,95","Aquisição de gêneros alimentícios da agricultura familiar referente ao PNAE para atender aos alunos da educação básica da Rede Estadual de Ensino.","Diretor"
"quadrado","FUNC-AA7EC6","SOC-365A30","93,75","fuzzy","SEDUC","COOPERATIVA DE AGRICULTORES E PESCADORES DE MANACAPURU E REGIAO - COAPMAR","14531572000101","PROF TEMPORARIO PLENA 20HS","","SERVICO TEMPORARIO","ESC.EST.T.INT.AUREA P.B-CETI","2815,61","2020-02","2026-02","07/01/2013","141.445,20","Aquisição de gêneros alimentícios diretamente da agricultura familiar rural referente ao Programa Nacional de Alimentação Escolar/PNAE/2012, para atender aos alunos da educação básica da Rede Estadual de Ensino nas modalidades: Educação Infantil, Ensino Fundamental, Ensino Médio e EJA.","Diretor"
"quadrado","FUNC-AA7EC6","SOC-365A30","93,75","fuzzy","SEDUC","COOPERATIVA DE AGRICULTORES E PESCADORES DE MANACAPURU E REGIAO - COAPMAR","14531572000101","PROF TEMPORARIO PLENA 20HS","","SERVICO TEMPORARIO","ESC.EST.T.INT.AUREA P.B-CETI","2815,61","2020-02","2026-02","14/10/2013","536.800,00","Aquisição de gêneros alimentícios diretamente da agricultura familiar rural referente ao Programa Nacional de Alimentação Escolar-PNAE/2013 (Peixe: pirarucu, salgado, seco; laranja, macaxeira), para atender aos alunos da Educação Básica da Rede Estadual de Ensino, nas modalidades: Educação Infantil, Ensino Fundamental, Ensino Médio e EJA, de acordo com a proposta de Chamada Pública n.º 01/2013 - SEDUC, Memo. n.º 074/2013-GEDIME, Memo. n.º 088/2013-DELOG.","Diretor"
"quadrado","FUNC-AA7EC6","SOC-365A30","93,75","fuzzy","SEDUC","COOPERATIVA DE AGRICULTORES E PESCADORES DE MANACAPURU E REGIAO - COAPMAR","14531572000101","PROF TEMPORARIO PLENA 20HS","","SERVICO TEMPORARIO","ESC.EST.T.INT.AUREA P.B-CETI","2815,61","2020-02","2026-02","23/08/2019","458.590,00","Aquisição de gêneros alimentícios diretamente da Agricultura Familiar para Alimentação Escolar referente ao Programa Nacional de Alimentação Escolar - PNAE/2019, Polpa de Frutas em embalagem de 1 kg, sabores: (Açaí (10.000 unidades), Cupuaçu (8.000 unidades), Goiaba (4.500 unidades), Taperebá (4.000 unidades)); Banana Pacovã (19.000 kg); Couve Manteiga (4.600 kg); Macaxeira (2.200 kg); Mamão Papaia (7.000 kg), Farinha de Mandioca, pacote de 1 kg (12.000 pacotes), para atender aos alunos da Educação Básica da Rede Estadual de Ensino nas modalidades: Educação Infantil, Ensino Fundamental, Ensino Médio e EJA, pertencentes às Escolas Estaduais do Município de Manacapuru/AM","Diretor"
"quadrado","FUNC-AA7EC6","SOC-365A30","93,75","fuzzy","SEDUC","COOPERATIVA DE AGRICULTORES E PESCADORES DE MANACAPURU E REGIAO - COAPMAR","14531572000101","PROF TEMPORARIO PLENA 20HS","","SERVICO TEMPORARIO","ESC.EST.T.INT.AUREA P.B-CETI","2815,61","2020-02","2026-02","29/06/2020","609.287,80","Fornecimento para o município de CODAJÁS - Abacaxi (1.966 Kg); Abóbora (393 Kg); Banana Pacovã (1.180 Kg); Cará (393 Kg); Farinha de Mandioca Torrada Amarela (885 Kg); Farinha de Mandioca Torrada Branca (885 Kg); Feijão de Metro (197 Kg); Laranja (19.660 Unid.); Limão Regional (197 Kg); Macaxeira In Natura (393 Kg); Mamão (983 Kg); Melancia (4.000 Kg); e, Pimenta de Cheiro (236 Kg). Fornecimento para o município de MANACAPURU - Abóbora (7.500 Kg); Abóbora Mini Processada (3.000 Kg); Banana Pacovã (4.750 Kg); Cará (2.500 Kg); Cheiro Verde Misto (700 Kg); Couve Folha (2.500 Kg); Farinha de Mandioca Torrada Amarela (6.000 Kg); Feijão de Metro (750 Kg); Limão Regional (750 Kg); Mamão (7.000 Kg); Macaxeira In Natura (1.250 Kg); Mandioca Mini Processada (3.000 Kg); Melancia (12.500 Kg); Pimenta de Cheiro (500 Kg);","Diretor"
